Feature,Coefficient,ABS_Coefficient,Odds_Ratio
active_hours,1.7058594757994072,1.7058594757994072,5.50611600757101
evening_steps,-1.5975378967271388,1.5975378967271388,0.20239422051847503
morning_steps,0.49970007118279475,0.49970007118279475,1.6482268458293456
total_steps,-0.29339753835712457,0.29339753835712457,0.7457256272226749
cv_steps,-0.2558363946453457,0.2558363946453457,0.774268632924788
afternoon_steps,0.2446957481019252,0.2446957481019252,1.277232653623529
early_morning_steps,-0.20317513224485126,0.20317513224485126,0.8161352973021938
